,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year
323,Colorado,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2357,34,3206.35,2003
324,Connecticut,2016,Unknown or Not Stated,-9,116,31,2976.0,1999
325,Connecticut,2016,8th grade or less,1,812,30,3287.2,1999
326,Connecticut,2016,9th through 12th grade with no diploma,2,2805,26,3197.3,2005
327,Connecticut,2016,High school graduate or GED completed,3,6688,28,3227.05,2004
328,Connecticut,2016,"Some college credit, but not a degree",4,6422,29,3271.1499999999996,2003
329,Connecticut,2016,"Associate degree (AA, AS)",5,3188,30,3310.25,2002
330,Connecticut,2016,"Bachelor's degree (BA, AB, BS)",6,8460,32,3334.75,2000
331,Connecticut,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6110,33,3335.7,1999
332,Connecticut,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1414,34,3302.8999999999996,1998
333,Connecticut,2017,Unknown or Not Stated,-9,93,30,2960.0,2001
334,Connecticut,2017,8th grade or less,1,842,30,3260.6,2000
335,Connecticut,2017,9th through 12th grade with no diploma,2,2732,26,3183.45,2006
336,Connecticut,2017,High school graduate or GED completed,3,6390,28,3225.75,2005
337,Connecticut,2017,"Some college credit, but not a degree",4,6371,29,3262.3999999999996,2004
338,Connecticut,2017,"Associate degree (AA, AS)",5,3162,31,3285.55,2002
339,Connecticut,2017,"Bachelor's degree (BA, AB, BS)",6,8226,32,3328.3,2001
340,Connecticut,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5961,33,3324.1000000000004,2000
341,Connecticut,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1444,34,3310.3500000000004,1999
342,Connecticut,2018,Unknown or Not Stated,-9,67,29,3116.55,2003
343,Connecticut,2018,8th grade or less,1,766,31,3277.45,2000
344,Connecticut,2018,9th through 12th grade with no diploma,2,2484,26,3177.75,2007
345,Connecticut,2018,High school graduate or GED completed,3,6587,28,3232.3,2006
346,Connecticut,2018,"Some college credit, but not a degree",4,6078,29,3264.95,2005
347,Connecticut,2018,"Associate degree (AA, AS)",5,3126,31,3284.6,2003
348,Connecticut,2018,"Bachelor's degree (BA, AB, BS)",6,8200,32,3352.3,2002
349,Connecticut,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5961,33,3352.25,2001
350,Connecticut,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1456,34,3309.65,2000
351,Connecticut,2019,Unknown or Not Stated,-9,66,28,3119.75,2005
352,Connecticut,2019,8th grade or less,1,729,31,3260.6499999999996,2001
353,Connecticut,2019,9th through 12th grade with no diploma,2,2393,26,3180.65,2008
354,Connecticut,2019,High school graduate or GED completed,3,6437,28,3237.8,2007
355,Connecticut,2019,"Some college credit, but not a degree",4,5946,29,3248.75,2006
356,Connecticut,2019,"Associate degree (AA, AS)",5,3142,31,3278.6499999999996,2004
357,Connecticut,2019,"Bachelor's degree (BA, AB, BS)",6,8101,32,3324.55,2003
358,Connecticut,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5936,33,3335.75,2002
359,Connecticut,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1508,34,3318.8,2001
360,Connecticut,2020,Unknown or Not Stated,-9,57,30,3087.1000000000004,2004
361,Connecticut,2020,8th grade or less,1,780,31,3262.35,2002
362,Connecticut,2020,9th through 12th grade with no diploma,2,2297,27,3193.8999999999996,2008
363,Connecticut,2020,High school graduate or GED completed,3,6570,28,3224.1000000000004,2008
364,Connecticut,2020,"Some college credit, but not a degree",4,5525,29,3245.75,2007
365,Connecticut,2020,"Associate degree (AA, AS)",5,2894,31,3297.1,2005
366,Connecticut,2020,"Bachelor's degree (BA, AB, BS)",6,8042,32,3335.2,2004
367,Connecticut,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5830,33,3345.05,2003
368,Connecticut,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1465,34,3314.4,2002
369,Connecticut,2021,Unknown or Not Stated,-9,41,30,2989.6000000000004,2005
370,Connecticut,2021,8th grade or less,1,823,30,3234.4,2004
371,Connecticut,2021,9th through 12th grade with no diploma,2,2256,27,3156.55,2009
372,Connecticut,2021,High school graduate or GED completed,3,6563,28,3212.8500000000004,2009
373,Connecticut,2021,"Some college credit, but not a degree",4,5778,30,3237.1,2007
374,Connecticut,2021,"Associate degree (AA, AS)",5,2959,31,3288.25,2006
375,Connecticut,2021,"Bachelor's degree (BA, AB, BS)",6,9074,33,3323.5,2004
376,Connecticut,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6590,34,3332.1000000000004,2003
377,Connecticut,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1586,34,3297.85,2003
378,Delaware,2016,Unknown or Not Stated,-9,59,28,3168.4,2002
379,Delaware,2016,8th grade or less,1,573,29,3250.4,2000
380,Delaware,2016,9th through 12th grade with no diploma,2,1089,25,3144.2,2006
381,Delaware,2016,High school graduate or GED completed,3,2959,27,3197.85,2005
382,Delaware,2016,"Some college credit, but not a degree",4,2088,28,3276.95,2004
383,Delaware,2016,"Associate degree (AA, AS)",5,732,30,3305.4,2002
384,Delaware,2016,"Bachelor's degree (BA, AB, BS)",6,2056,31,3354.95,2001
385,Delaware,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1140,32,3331.3999999999996,2000
386,Delaware,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,296,34,3251.55,1998
387,Delaware,2017,Unknown or Not Stated,-9,46,29,3085.45,2002
388,Delaware,2017,8th grade or less,1,537,29,3299.05,2001
389,Delaware,2017,9th through 12th grade with no diploma,2,1043,25,3140.8500000000004,2007
390,Delaware,2017,High school graduate or GED completed,3,2916,27,3163.8500000000004,2006
391,Delaware,2017,"Some college credit, but not a degree",4,2151,28,3261.35,2005
392,Delaware,2017,"Associate degree (AA, AS)",5,778,30,3319.5,2003
393,Delaware,2017,"Bachelor's degree (BA, AB, BS)",6,1944,31,3371.9,2002
394,Delaware,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1202,32,3334.8,2001
395,Delaware,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,238,33,3326.8,2000
396,Delaware,2018,Unknown or Not Stated,-9,65,28,2855.2,2004
397,Delaware,2018,8th grade or less,1,461,30,3275.6000000000004,2001
398,Delaware,2018,9th through 12th grade with no diploma,2,1048,25,3128.45,2008
399,Delaware,2018,High school graduate or GED completed,3,2824,27,3171.95,2007
400,Delaware,2018,"Some college credit, but not a degree",4,2127,28,3237.05,2006
401,Delaware,2018,"Associate degree (AA, AS)",5,740,30,3354.8,2004
402,Delaware,2018,"Bachelor's degree (BA, AB, BS)",6,1959,31,3345.1,2003
403,Delaware,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1144,33,3343.05,2001
404,Delaware,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,253,34,3285.2,2000
405,Delaware,2019,Unknown or Not Stated,-9,84,29,2939.65,2004
406,Delaware,2019,8th grade or less,1,474,30,3231.2,2002
407,Delaware,2019,9th through 12th grade with no diploma,2,923,26,3142.8,2008
408,Delaware,2019,High school graduate or GED completed,3,2874,27,3131.55,2008
409,Delaware,2019,"Some college credit, but not a degree",4,1997,28,3240.95,2007
410,Delaware,2019,"Associate degree (AA, AS)",5,750,30,3303.4,2005
411,Delaware,2019,"Bachelor's degree (BA, AB, BS)",6,2009,32,3319.15,2003
412,Delaware,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1165,33,3337.8,2002
413,Delaware,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,286,33,3324.4,2002
414,Delaware,2020,Unknown or Not Stated,-9,213,30,3023.45,2004
415,Delaware,2020,8th grade or less,1,509,29,3227.8999999999996,2004
416,Delaware,2020,9th through 12th grade with no diploma,2,844,26,3123.3,2009
417,Delaware,2020,High school graduate or GED completed,3,2802,27,3173.6,2009
418,Delaware,2020,"Some college credit, but not a degree",4,2016,29,3229.75,2007
419,Delaware,2020,"Associate degree (AA, AS)",5,746,30,3282.8500000000004,2006
420,Delaware,2020,"Bachelor's degree (BA, AB, BS)",6,1856,32,3316.4,2004
421,Delaware,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1138,33,3319.35,2003
422,Delaware,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,268,34,3277.9,2002
423,Delaware,2021,Unknown or Not Stated,-9,255,29,2939.0,2006
424,Delaware,2021,8th grade or less,1,515,28,3236.4,2006
425,Delaware,2021,9th through 12th grade with no diploma,2,795,26,3097.3,2010
426,Delaware,2021,High school graduate or GED completed,3,2753,27,3154.55,2010
427,Delaware,2021,"Some college credit, but not a degree",4,1818,29,3228.2,2008
428,Delaware,2021,"Associate degree (AA, AS)",5,805,30,3299.0,2007
429,Delaware,2021,"Bachelor's degree (BA, AB, BS)",6,2078,32,3319.6,2005
430,Delaware,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1219,33,3313.55,2004
431,Delaware,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,244,34,3291.15,2003
432,District of Columbia,2016,Unknown or Not Stated,-9,68,30,2987.6499999999996,2000
433,District of Columbia,2016,8th grade or less,1,308,29,3208.15,2000
434,District of Columbia,2016,9th through 12th grade with no diploma,2,985,25,3064.15,2006
435,District of Columbia,2016,High school graduate or GED completed,3,2215,27,3090.8,2005
436,District of Columbia,2016,"Some college credit, but not a degree",4,1409,28,3135.2,2004
437,District of Columbia,2016,"Associate degree (AA, AS)",5,274,31,3225.85,2001
438,District of Columbia,2016,"Bachelor's degree (BA, AB, BS)",6,1672,32,3292.45,2000
439,District of Columbia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1862,34,3313.8,1998
440,District of Columbia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1065,35,3347.8999999999996,1997
441,District of Columbia,2017,Unknown or Not Stated,-9,58,30,2877.05,2001
442,District of Columbia,2017,8th grade or less,1,283,30,3269.6499999999996,2000
443,District of Columbia,2017,9th through 12th grade with no diploma,2,952,25,3031.7,2007
444,District of Columbia,2017,High school graduate or GED completed,3,2065,27,3099.25,2006
445,District of Columbia,2017,"Some college credit, but not a degree",4,1405,28,3089.1499999999996,2005
446,District of Columbia,2017,"Associate degree (AA, AS)",5,263,31,3139.6000000000004,2002
447,District of Columbia,2017,"Bachelor's degree (BA, AB, BS)",6,1590,33,3331.1,2000
448,District of Columbia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1930,34,3321.95,1999
449,District of Columbia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1014,35,3306.0,1998
450,District of Columbia,2018,Unknown or Not Stated,-9,96,29,2840.85,2003
451,District of Columbia,2018,8th grade or less,1,275,30,3171.7,2001
452,District of Columbia,2018,9th through 12th grade with no diploma,2,828,25,3064.5,2008
453,District of Columbia,2018,High school graduate or GED completed,3,2035,27,3077.5,2007
454,District of Columbia,2018,"Some college credit, but not a degree",4,1171,29,3109.6,2005
455,District of Columbia,2018,"Associate degree (AA, AS)",5,255,31,3155.8,2003
456,District of Columbia,2018,"Bachelor's degree (BA, AB, BS)",6,1550,33,3306.7,2001
457,District of Columbia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1932,35,3337.95,1999
458,District of Columbia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1070,35,3316.2,1999
459,District of Columbia,2019,Unknown or Not Stated,-9,96,29,2909.8,2004
460,District of Columbia,2019,8th grade or less,1,257,30,3301.3999999999996,2002
461,District of Columbia,2019,9th through 12th grade with no diploma,2,748,26,3058.6,2008
462,District of Columbia,2019,High school graduate or GED completed,3,2072,27,3071.8,2008
463,District of Columbia,2019,"Some college credit, but not a degree",4,1139,29,3096.25,2006
464,District of Columbia,2019,"Associate degree (AA, AS)",5,259,31,3135.95,2004
465,District of Columbia,2019,"Bachelor's degree (BA, AB, BS)",6,1596,33,3288.3999999999996,2002
466,District of Columbia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1872,35,3316.1,2000
467,District of Columbia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1040,35,3347.05,2000
468,District of Columbia,2020,Unknown or Not Stated,-9,84,30,3037.55,2004
469,District of Columbia,2020,8th grade or less,1,273,31,3214.75,2002
470,District of Columbia,2020,9th through 12th grade with no diploma,2,806,26,3047.55,2009
471,District of Columbia,2020,High school graduate or GED completed,3,1797,27,3075.3,2009
472,District of Columbia,2020,"Some college credit, but not a degree",4,1128,29,3140.95,2007
473,District of Columbia,2020,"Associate degree (AA, AS)",5,247,31,3165.5,2005
474,District of Columbia,2020,"Bachelor's degree (BA, AB, BS)",6,1608,33,3295.0,2003
475,District of Columbia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1937,35,3300.25,2001
476,District of Columbia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,994,35,3310.0,2001
477,District of Columbia,2021,Unknown or Not Stated,-9,184,28,3182.25,2007
478,District of Columbia,2021,8th grade or less,1,305,30,3189.25,2004
479,District of Columbia,2021,9th through 12th grade with no diploma,2,688,26,3039.1000000000004,2010
480,District of Columbia,2021,High school graduate or GED completed,3,1704,27,3068.55,2010
481,District of Columbia,2021,"Some college credit, but not a degree",4,1053,29,3135.2,2008
482,District of Columbia,2021,"Associate degree (AA, AS)",5,226,31,3071.8999999999996,2006
483,District of Columbia,2021,"Bachelor's degree (BA, AB, BS)",6,1499,33,3326.7,2004
484,District of Columbia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1948,35,3311.6000000000004,2002
485,District of Columbia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1053,36,3271.3,2001
486,Florida,2016,Unknown or Not Stated,-9,2379,30,3143.25,2000
487,Florida,2016,8th grade or less,1,6695,29,3236.05,2000
488,Florida,2016,9th through 12th grade with no diploma,2,20862,25,3133.65,2006
489,Florida,2016,High school graduate or GED completed,3,69527,27,3198.4,2005
490,Florida,2016,"Some college credit, but not a degree",4,42571,28,3249.6000000000004,2004
491,Florida,2016,"Associate degree (AA, AS)",5,22599,30,3274.6000000000004,2002
492,Florida,2016,"Bachelor's degree (BA, AB, BS)",6,39955,32,3310.55,2000
493,Florida,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15897,33,3298.25,1999
494,Florida,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4537,34,3282.55,1998
495,Florida,2017,Unknown or Not Stated,-9,2419,30,3113.6,2001
496,Florida,2017,8th grade or less,1,6623,29,3225.8500000000004,2001
497,Florida,2017,9th through 12th grade with no diploma,2,20152,25,3131.7,2007
498,Florida,2017,High school graduate or GED completed,3,69578,27,3188.95,2006
499,Florida,2017,"Some college credit, but not a degree",4,41760,28,3234.3500000000004,2005
500,Florida,2017,"Associate degree (AA, AS)",5,22571,30,3265.85,2003
501,Florida,2017,"Bachelor's degree (BA, AB, BS)",6,40002,32,3308.2,2001
502,Florida,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15869,33,3305.5,2000
503,Florida,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4656,34,3277.3500000000004,1999
504,Florida,2018,Unknown or Not Stated,-9,2541,29,3151.95,2003
505,Florida,2018,8th grade or less,1,6404,29,3247.3500000000004,2002
506,Florida,2018,9th through 12th grade with no diploma,2,18922,25,3137.85,2008
507,Florida,2018,High school graduate or GED completed,3,67627,27,3196.7,2007
508,Florida,2018,"Some college credit, but not a degree",4,40610,29,3238.55,2005
509,Florida,2018,"Associate degree (AA, AS)",5,22817,30,3269.5,2004
510,Florida,2018,"Bachelor's degree (BA, AB, BS)",6,41416,32,3302.6000000000004,2002
511,Florida,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16318,33,3307.4,2001
512,Florida,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4887,34,3290.6000000000004,2000
513,Florida,2019,Unknown or Not Stated,-9,2037,29,3126.5,2004
514,Florida,2019,8th grade or less,1,6252,29,3212.4,2003
515,Florida,2019,9th through 12th grade with no diploma,2,17660,25,3127.8500000000004,2009
516,Florida,2019,High school graduate or GED completed,3,68336,27,3188.1000000000004,2008
517,Florida,2019,"Some college credit, but not a degree",4,39055,29,3232.65,2006
518,Florida,2019,"Associate degree (AA, AS)",5,22586,30,3265.6499999999996,2005
519,Florida,2019,"Bachelor's degree (BA, AB, BS)",6,42240,32,3302.6,2003
520,Florida,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16610,33,3306.2,2002
521,Florida,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5226,34,3268.4,2001
522,Florida,2020,Unknown or Not Stated,-9,1634,30,3124.95,2004
523,Florida,2020,8th grade or less,1,5917,29,3219.0,2004
524,Florida,2020,9th through 12th grade with no diploma,2,16227,26,3132.75,2009
525,Florida,2020,High school graduate or GED completed,3,65185,27,3190.9,2009
526,Florida,2020,"Some college credit, but not a degree",4,35973,29,3232.1,2007
527,Florida,2020,"Associate degree (AA, AS)",5,21882,30,3261.6499999999996,2006
528,Florida,2020,"Bachelor's degree (BA, AB, BS)",6,41239,32,3302.9,2004
529,Florida,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16558,33,3293.8,2003
530,Florida,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5056,34,3263.1,2002
531,Florida,2021,Unknown or Not Stated,-9,2309,30,3030.05,2005
532,Florida,2021,8th grade or less,1,5867,29,3211.8999999999996,2005
533,Florida,2021,9th through 12th grade with no diploma,2,15340,26,3138.4,2010
534,Florida,2021,High school graduate or GED completed,3,66101,28,3181.8500000000004,2009
535,Florida,2021,"Some college credit, but not a degree",4,36563,29,3225.55,2008
536,Florida,2021,"Associate degree (AA, AS)",5,22968,30,3245.2,2007
537,Florida,2021,"Bachelor's degree (BA, AB, BS)",6,43722,32,3288.8,2005
538,Florida,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17835,33,3284.5,2004
539,Florida,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5555,34,3260.95,2003
540,Georgia,2016,Unknown or Not Stated,-9,1179,29,3147.5,2001
541,Georgia,2016,8th grade or less,1,4894,29,3253.8999999999996,2000
542,Georgia,2016,9th through 12th grade with no diploma,2,13833,24,3099.5,2007
543,Georgia,2016,High school graduate or GED completed,3,38270,26,3153.3,2006
544,Georgia,2016,"Some college credit, but not a degree",4,24983,27,3201.6499999999996,2005
545,Georgia,2016,"Associate degree (AA, AS)",5,8666,29,3236.75,2003
546,Georgia,2016,"Bachelor's degree (BA, AB, BS)",6,26734,31,3287.3999999999996,2001
547,Georgia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9350,33,3290.7,1999
548,Georgia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2133,34,3275.3,1998
549,Georgia,2017,Unknown or Not Stated,-9,829,29,3128.45,2002
