,state,year,education_level,education_code,number_of_births,avg_mother_age,avg_birth_weight_grams,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
104,Alaska,2021,"Associate degree (AA, AS)",5,752,30,3386.45,2007,132197.0,1800616,282270,1052357,465989,1938755,927307,645857,60699.0,257723,14.665650506441144,7.014584294651165,4.8855647253719825,15.401177040236291,7.374711248779255,5.167217179435623
105,Alaska,2021,"Bachelor's degree (BA, AB, BS)",6,1697,32,3398.75,2005,132568.0,1599739,302846,878731,418162,1751718,829666,559084,55782.0,268700,13.213731820650533,6.258418321163479,4.217337517349587,13.553676592590667,6.502930132751908,4.393707300520836
106,Alaska,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,654,34,3410.6,2003,133303.0,1425948,259423,813371,353154,1610289,763525,514052,55715.0,247005,12.079915680817386,5.727740560977622,3.8562673008109343,11.980810059740334,5.8139324780144745,3.854667375811573
107,Alaska,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,219,34,3364.3999999999996,2003,133303.0,1425948,259423,813371,353154,1610289,763525,514052,55715.0,247005,12.079915680817386,5.727740560977622,3.8562673008109343,11.980810059740334,5.8139324780144745,3.854667375811573
108,Arizona,2016,Unknown or Not Stated,-9,551,28,3163.7,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
109,Arizona,2016,8th grade or less,1,2751,30,3262.0,1999,814157.0,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903.0,871345,6.230335181052303,2.7916716309016567,1.752266454750128,6.31802654148696,2.796085538151209,1.810281622657287
110,Arizona,2016,9th through 12th grade with no diploma,2,12352,25,3227.4,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
111,Arizona,2016,High school graduate or GED completed,3,21291,26,3261.0,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
112,Arizona,2016,"Some college credit, but not a degree",4,20085,28,3297.8999999999996,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.513125511341884,3.599229624735051,2.361385470021553,7.67807026530529,3.5304535781038724,2.364604583420001
113,Arizona,2016,"Associate degree (AA, AS)",5,7173,29,3301.8,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
114,Arizona,2016,"Bachelor's degree (BA, AB, BS)",6,13799,31,3333.0,2001,834387.0,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157.0,1035457,7.021184414426399,3.0428757878538377,2.039754933861625,6.776591358501859,3.0610946683503286,2.0170331691641326
115,Arizona,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4984,33,3309.75,1999,814157.0,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903.0,871345,6.230335181052303,2.7916716309016567,1.752266454750128,6.31802654148696,2.796085538151209,1.810281622657287
116,Arizona,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1534,34,3280.9,1998,794331.0,4675296,470398,2000801,2204097,4726098,2091741,1315931,279785.0,759108,5.949784157989553,2.633336732420112,1.6566532088008652,6.106221495775372,2.6985840552225966,1.72533766729974
117,Arizona,2017,Unknown or Not Stated,-9,578,29,3171.7,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
118,Arizona,2017,8th grade or less,1,2517,30,3274.8500000000004,2000,814807.0,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671.0,768425,6.623892529151075,3.05462766029256,1.9312156130224702,6.511395262361106,2.9074657778399353,1.9080074380236105
119,Arizona,2017,9th through 12th grade with no diploma,2,11557,25,3231.95,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,8.980055161747648,4.101353267173605,2.738948833612579,8.74874542372317,4.061728808237198,2.736022151618246
120,Arizona,2017,High school graduate or GED completed,3,21492,26,3258.15,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,8.980055161747648,4.101353267173605,2.738948833612579,8.74874542372317,4.061728808237198,2.736022151618246
121,Arizona,2017,"Some college credit, but not a degree",4,19218,28,3283.65,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286,7.758438918331295,3.7219361326267157,2.462216061964941,8.061348628428702,3.7109426367309446,2.4897624665753173
122,Arizona,2017,"Associate degree (AA, AS)",5,6756,30,3303.7,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
123,Arizona,2017,"Bachelor's degree (BA, AB, BS)",6,13019,31,3334.1000000000004,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
124,Arizona,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5141,33,3298.25,2000,814807.0,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671.0,768425,6.623892529151075,3.05462766029256,1.9312156130224702,6.511395262361106,2.9074657778399353,1.9080074380236105
125,Arizona,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1594,34,3297.5,1999,814157.0,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903.0,871345,6.230335181052303,2.7916716309016567,1.752266454750128,6.31802654148696,2.796085538151209,1.810281622657287
126,Arizona,2018,Unknown or Not Stated,-9,364,29,3063.5,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
127,Arizona,2018,8th grade or less,1,2394,30,3255.6499999999996,2001,834387.0,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157.0,1035457,7.021184414426399,3.0428757878538377,2.039754933861625,6.776591358501859,3.0610946683503286,2.0170331691641326
128,Arizona,2018,9th through 12th grade with no diploma,2,11102,25,3220.8,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.704132956290286,4.306299198243346,2.9158601159488398,8.97493180316216,4.147881218943831,2.841652744909524
129,Arizona,2018,High school graduate or GED completed,3,21303,26,3257.7,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.704132956290286,4.306299198243346,2.9158601159488398,8.97493180316216,4.147881218943831,2.841652744909524
130,Arizona,2018,"Some college credit, but not a degree",4,18661,28,3283.95,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
131,Arizona,2018,"Associate degree (AA, AS)",5,6887,30,3294.95,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.513125511341884,3.599229624735051,2.361385470021553,7.67807026530529,3.5304535781038724,2.364604583420001
132,Arizona,2018,"Bachelor's degree (BA, AB, BS)",6,13326,31,3325.8,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
133,Arizona,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5111,33,3304.8,2001,834387.0,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157.0,1035457,7.021184414426399,3.0428757878538377,2.039754933861625,6.776591358501859,3.0610946683503286,2.0170331691641326
134,Arizona,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1575,34,3246.8,2000,814807.0,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671.0,768425,6.623892529151075,3.05462766029256,1.9312156130224702,6.511395262361106,2.9074657778399353,1.9080074380236105
135,Arizona,2019,Unknown or Not Stated,-9,338,29,3001.8,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.513125511341884,3.599229624735051,2.361385470021553,7.67807026530529,3.5304535781038724,2.364604583420001
136,Arizona,2019,8th grade or less,1,2247,30,3258.2,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
137,Arizona,2019,9th through 12th grade with no diploma,2,10350,25,3228.0,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659,9.762930511778727,4.378365295938155,3.0405786999530218,9.087140953683633,4.209821375351437,2.9227695639401863
138,Arizona,2019,High school graduate or GED completed,3,21293,27,3254.8,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.704132956290286,4.306299198243346,2.9158601159488398,8.97493180316216,4.147881218943831,2.841652744909524
139,Arizona,2019,"Some college credit, but not a degree",4,18249,28,3286.1000000000004,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,8.980055161747648,4.101353267173605,2.738948833612579,8.74874542372317,4.061728808237198,2.736022151618246
140,Arizona,2019,"Associate degree (AA, AS)",5,6803,30,3310.35,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286,7.758438918331295,3.7219361326267157,2.462216061964941,8.061348628428702,3.7109426367309446,2.4897624665753173
141,Arizona,2019,"Bachelor's degree (BA, AB, BS)",6,13466,31,3324.1,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.513125511341884,3.599229624735051,2.361385470021553,7.67807026530529,3.5304535781038724,2.364604583420001
142,Arizona,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5073,33,3309.8,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
143,Arizona,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1556,34,3263.3,2001,834387.0,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157.0,1035457,7.021184414426399,3.0428757878538377,2.039754933861625,6.776591358501859,3.0610946683503286,2.0170331691641326
144,Arizona,2020,Unknown or Not Stated,-9,382,29,3048.65,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286,7.758438918331295,3.7219361326267157,2.462216061964941,8.061348628428702,3.7109426367309446,2.4897624665753173
145,Arizona,2020,8th grade or less,1,1958,30,3228.8,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
146,Arizona,2020,9th through 12th grade with no diploma,2,9553,25,3218.85,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810,9.146664770834349,4.3830591468547,3.0611955990397677,9.043574493277344,4.226799304147859,2.9563933440077825
147,Arizona,2020,High school graduate or GED completed,3,20860,27,3264.35,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659,9.762930511778727,4.378365295938155,3.0405786999530218,9.087140953683633,4.209821375351437,2.9227695639401863
148,Arizona,2020,"Some college credit, but not a degree",4,17562,28,3284.45,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.704132956290286,4.306299198243346,2.9158601159488398,8.97493180316216,4.147881218943831,2.841652744909524
149,Arizona,2020,"Associate degree (AA, AS)",5,6703,30,3298.8999999999996,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
150,Arizona,2020,"Bachelor's degree (BA, AB, BS)",6,13262,31,3328.8500000000004,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286,7.758438918331295,3.7219361326267157,2.462216061964941,8.061348628428702,3.7109426367309446,2.4897624665753173
151,Arizona,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5026,33,3294.85,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
152,Arizona,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1641,34,3260.15,2002,859588.0,6192222,619869,2825228,2747125,6018188,2659448,1833852,286945.0,966925,7.001247109080164,3.0938635718507004,2.1334080978329153,7.0349706099792515,3.2166088683798435,2.1321135767590005
153,Arizona,2021,Unknown or Not Stated,-9,346,29,2914.5,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
154,Arizona,2021,8th grade or less,1,1838,29,3229.75,2005,919875.0,7550109,897553,3320196,3332360,7136794,3423716,2264931,351097.0,861286,7.758438918331295,3.7219361326267157,2.462216061964941,8.061348628428702,3.7109426367309446,2.4897624665753173
155,Arizona,2021,9th through 12th grade with no diploma,2,9065,25,3194.3,2011,946571.0,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633.0,741124,9.096430167414805,4.202296499681482,3.1007996230604995,8.988009899875365,4.2315129814746815,2.9976654468896853
156,Arizona,2021,High school graduate or GED completed,3,21459,27,3244.55,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810,9.146664770834349,4.3830591468547,3.0611955990397677,9.043574493277344,4.226799304147859,2.9563933440077825
157,Arizona,2021,"Some college credit, but not a degree",4,17105,29,3270.25,2008,987332.0,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634.0,1571620,9.704132956290286,4.306299198243346,2.9158601159488398,8.97493180316216,4.147881218943831,2.841652744909524
158,Arizona,2021,"Associate degree (AA, AS)",5,6807,30,3284.6499999999996,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,8.980055161747648,4.101353267173605,2.738948833612579,8.74874542372317,4.061728808237198,2.736022151618246
159,Arizona,2021,"Bachelor's degree (BA, AB, BS)",6,14283,31,3330.3,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,8.375870135738008,3.9418589920888114,2.571970280787023,8.455874828814212,3.8944428830291526,2.61935826687819
160,Arizona,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5313,33,3287.4,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,7.513125511341884,3.599229624735051,2.361385470021553,7.67807026530529,3.5304535781038724,2.364604583420001
161,Arizona,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1700,34,3285.1,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,7.096570606471636,3.2120576703983836,2.244548405859371,7.34147560350578,3.3809213485494376,2.2492141233356997
162,Arkansas,2016,Unknown or Not Stated,-9,232,27,2999.5,2003,450158.0,3241275,379947,2394336,466992,3242799,1768713,972598,170767.0,247245,7.2036907041527645,3.929093784848875,2.1605702886542058,7.464897465921774,4.027686640618645,2.2135570026841385
163,Arkansas,2016,8th grade or less,1,928,29,3276.85,2000,450751.0,2844855,254735,2126099,464021,2683400,1531232,804253,138220.0,146666,5.953175921961349,3.397068447990132,1.784251171933063,6.1741790172671225,3.3820043012814276,1.8119159379410241
164,Arkansas,2016,9th through 12th grade with no diploma,2,4724,24,3161.3,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562,10.071624252948167,4.926428565407601,2.905127578329807,9.692389412534952,4.834564472912177,2.8650606385265673
165,Arkansas,2016,High school graduate or GED completed,3,12394,25,3186.0,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562,10.071624252948167,4.926428565407601,2.905127578329807,9.692389412534952,4.834564472912177,2.8650606385265673
166,Arkansas,2016,"Some college credit, but not a degree",4,9164,26,3255.25,2006,472609.0,4247664,482038,3108910,656716,4343877,2265821,1297593,211065.0,449548,9.191270162015535,4.794282377187062,2.7455951960288525,9.060861223814943,4.637344820513379,2.6936906507400478
167,Arkansas,2016,"Associate degree (AA, AS)",5,2807,28,3303.65,2004,453491.0,3385818,423001,2430731,532086,3539569,1863515,1036279,182711.0,362154,7.805158206006293,4.109265674511732,2.2851148093346945,8.05324722749132,4.246166657392569,2.373682203597959
